名稱	地址	緯度	經度	電話
杏生婦產科診所	高雄楠梓區德民路292號1至3樓	22.7260314	120.3081345	07-3658288
慶仁耳鼻喉科診所	高雄楠梓區軍校路884號	22.712274	120.292146	07-3658663
何慈育診所	高雄楠梓區德民路1003之3號1樓	22.7190877	120.2863433	07-3012355
楊煌榮內兒科診所	高雄楠梓區加昌路972號	22.7130506	120.2906052	07-3618293
李國祥內兒科診所	高雄楠梓區後昌路763號1樓	22.7100728	120.2961696	07-3619595
仁安診所	高雄楠梓區後昌路1165號1樓	22.7172685	120.2909683	07-3684128
王建安小兒科診所	高雄楠梓區德民路949號1樓	22.7206793	120.2889024	07-3600680
台灣中油國光聯合診所	高雄楠梓區後昌路546巷2號1至2樓	22.720507	120.312472	07-5824141
常德診所	高雄楠梓區常德路331號1樓	22.7374754	120.3372017	07-3537431
林自強內科診所	高雄楠梓區楠都東街222號	22.7266896	120.3270961	07-3553110
高雄市立聯合醫院	高雄鼓山區中華一路976號B1至9樓	22.654927	120.291194	07-5552565
建生診所	高雄鼓山區美術東四路325號	22.6608337	120.2902988	07-5555366
明誠聯合診所	高雄鼓山區中華一路310號	22.6655875	120.2914192	07-5538665
祐琳小兒科診所	高雄鼓山區裕誠路1180號	22.665997	120.2975034	07-5551870
腎美診所	高雄鼓山區中華一路336號1至2樓及6樓	22.6623533	120.2921689	07-5544900
正大醫院	高雄鼓山區鼓山三路128之9號	22.6638752	120.2797023	07-5823989
家安診所	高雄鼓山區裕誠路1515號	22.6648948	120.295188	07-5541515
為好診所	高雄鼓山區九如四路957號2樓	22.6553658	120.2788273	07-5215489
建元診所	高雄鼓山區裕誠路1145號1至2樓	22.6657205	120.297625	07-5543957
祐安小兒科診所	高雄鼓山區九如四路1410號	22.6581753	120.2792788	07-5318616
聖明醫院	高雄鼓山區鼓山三路52號	22.6550384	120.2754984	07-5313755
柯文良小兒科診所	高雄鼓山區華榮路352號1樓	22.667689	120.296192	07-5535760
生安婦產小兒科醫院	高雄鼓山區美術東二路177號B2至11樓	22.6624537	120.2882223	07-5223138
南加大耳鼻喉科診所	高雄鼓山區明華路303號	22.6632243	120.3003755	07-5525711
吳展名診所	高雄鼓山區明誠三路598號	22.6613124	120.2973536	07-5535658
陳大洲耳鼻喉科診所	高雄鼓山區中華一路10號1樓	22.668158	120.287212	07-5873653
朱光興診所	高雄鼓山區文信路256號1樓	22.6646523	120.299132	07-5227188
瑞芳耳鼻喉科診所	高雄鼓山區華榮路298號1樓	22.6662204	120.297048	07-5527887
鄭廣仁小兒科診所	高雄鼓山區華榮路207號1樓	22.6654804	120.2968036	07-5555350
鼎新診所	高雄鼓山區鼓波街42之11號	22.6222125	120.2717222	07-5512013
黃柏翰皮膚科診所	高雄鼓山區大順一路823號	22.655292	120.300245	07-5501711
國立中山大學附設醫務室	高雄鼓山區蓮海路70號東1003室	22.6270179	120.2674102	07-5250115
宏澤耳鼻喉科診所	高雄鼓山區文信路238號	22.6646136	120.300224	07-5552533
明新診所	高雄鼓山區裕誠路1940號	22.659069	120.29402	07-5551880
明義診所	高雄小港區孔鳳路542號	22.582151	120.35883	07-7916959
高雄市立小港醫院	高雄小港區山明路482號B1至10樓	22.5674103	120.3633173	07-8036783
臨海醫院	高雄小港區沿海一路461號1至7樓	22.5616312	120.3568858	07-8012171
安泰醫院	高雄小港區學府路111號	22.5654092	120.3596482	07-8017856
柯芳蓉黃麗瑛小兒科診所	高雄小港區漢民路716號1樓	22.567544	120.362329	07-8053077
鳳林診所	高雄小港區鳳林路93之1號1至2樓	22.526359	120.3463944	07-8720822
孔鳳診所	高雄小港區孔鳳路571號1樓	22.584076	120.358628	07-7910311
欣新診所	高雄小港區孔鳳路416號1樓	22.5814294	120.3611746	07-7933880
桂陽診所	高雄小港區桂陽路310號1樓	22.582086	120.3524	07-7917770
聖泰耳鼻喉科診所	高雄小港區漢民路214號1樓	22.565419	120.351721	07-8020972
羅錦泉診所	高雄小港區平和路105號	22.5655821	120.3331466	07-8314168
蔡坤霖小兒科診所	高雄小港區二苓路148號1樓	22.56549	120.350092	07-8030816
李宣炘診所	高雄小港區漢民路249號	22.566174	120.351968	07-8063229
長慶小兒科診所	高雄小港區漢民路413號1樓	22.5670404	120.3577484	07-8068170
施晉南診所	高雄小港區平治街1號	22.567607	120.3581934	07-8021622
蔡崇麟內科診所	高雄小港區小港路237號1樓	22.564181	120.336387	07-8211098
朝陽耳鼻喉科診所	高雄小港區平和路144號1樓	22.5669399	120.3324026	07-8311228
仁武區衛生所	高雄仁武區地政街23號	22.7008349	120.3516645	07-3711434
揚善診所	高雄仁武區仁樂街178號	22.7037922	120.3472203	07-3758419
仁雄診所	高雄仁武區仁雄路15之1號1樓	22.6811922	120.3524225	07-3741298
仁武好心診所	高雄仁武區中正路301號1樓	22.7027086	120.3530149	07-3719895
陽光診所	高雄仁武區中華路255號	22.7001663	120.3514758	07-3755500
仁里診所	高雄仁武區仁樂街202號	22.703841	120.3476703	07-3729603
易生診所	高雄仁武區中華路306號	22.7005501	120.35266	07-3746901
劉內兒科診所	高雄仁武區仁心路6號	22.6904519	120.3686226	07-3718727
大林診所	高雄仁武區仁雄路９號	22.681342	120.3547538	07-3718528
長恩聯合診所	高雄仁武區仁忠路83號	22.6774512	120.3559263	07-3747975
健欣診所	高雄仁武區八德中路59號1樓	22.6852134	120.3390149	07-3717928
蔡定洲耳鼻喉科診所	高雄仁武區八德西路2300號1樓	22.6869602	120.3373033	07-3756161
賴顯忠診所	高雄旗津區商港街14巷92弄18號	22.5760786	120.2949603	07-5718773
晴美旗后診所	高雄旗津區旗津三路962巷2號	22.607956	120.270229	07-5710522
高雄市立旗津醫院	高雄旗津區旗港路33號	22.5904375	120.2851625	07-5711188
重康診所	高雄旗津區通山路31號	22.613	120.268671	07-5719288
白鋒釗診所	高雄旗津區中洲三路99之1號	22.598147	120.280137	07-5718239
徐誌忠內科診所	高雄旗津區中洲三路775號	22.611811	120.269705	07-5710063
豐穎診所	高雄鳥松區中正路355之2號1樓	22.6628851	120.3634592	07-7316996
聯安診所	高雄鳥松區中正路343號	22.6623574	120.3635319	07-7335076
劉金龍診所	高雄鳥松區學堂路78之5號	22.6582214	120.3900364	07-7313935
鳥松區衛生所	高雄鳥松區文前路文北巷1弄4號	22.6635711	120.3627669	07-7316404
高雄長庚紀念醫院	高雄鳥松區大埤路123號	22.6493624	120.3526317	07-7317123
建佑醫院	高雄林園區東林西路360號	22.5036808	120.3863075	07-6437901
霖園醫院	高雄林園區林園北路244號	22.5089251	120.3945969	07-6413399
陳鍾靈診所	高雄林園區信義路16號	22.5075305	120.3915169	07-6429651
聯美診所	高雄林園區林園北路344號	22.5098855	120.3946137	07-6433512
聯合王婦產科診所	高雄林園區沿海路148號	22.5001061	120.3888287	07-6425968
建芳診所	高雄林園區東林東路28號1樓	22.5036788	120.3968544	07-6467666
黃英豪診所	高雄林園區林園北路188號	22.5084779	120.3946614	07-6412134
川宏診所	高雄林園區鳳林路一段83號1樓	22.5030367	120.3976547	07-6452520
林園區衛生所	高雄林園區林園北路186號	22.5084779	120.3946614	07-6412404
林怡仁診所	高雄岡山區岡燕路320號	22.7913852	120.3060148	07-6228926
吳宗慶診所	高雄岡山區中山北路47號	22.7938471	120.2987381	07-6229868
黃耳鼻喉科診所	高雄岡山區岡山路347之1號	22.7976332	120.2952122	07-6230011
盧榮福內兒科診所	高雄岡山區仁壽路39號	22.792624	120.2896699	07-6261515
國軍高雄總醫院岡山分院	高雄岡山區大義二路1號	22.7893873	120.2855541	07-6250919
翁明清婦產科診所	高雄岡山區前峰路73號	22.7957686	120.2869249	07-6262997
得安診所	高雄岡山區前峰路41號	22.7951247	120.2878623	07-6258387
劉志廷家庭醫學科診所	高雄岡山區維新路51號	22.7931878	120.2944592	07-6228617
陳國俊小兒科診所	高雄岡山區岡山路73號	22.7830548	120.2975739	07-6297200
皇明診所	高雄岡山區公園西路三段86之1號	22.7945979	120.2844097	07-6263592
黃子育診所	高雄岡山區前峰路39號	22.7947024	120.288568	07-6270101
新博愛診所	高雄岡山區大德一路15號1至2樓	22.7965497	120.2965641	07-6215799
高雄市立岡山醫院	高雄岡山區壽天路12號	22.7965499	120.2946285	07-6222131
天佑診所	高雄岡山區嘉興路117號	22.8186481	120.302153	07-6224457
惠川醫院	高雄岡山區岡山路92號	22.7879803	120.2967518	07-6229292
劉光雄醫院	高雄岡山區岡山路380之1號	22.794195	120.2959063	07-6219156
蘇俊明小兒科	高雄岡山區平和路200號	22.7954447	120.2918969	07-6223189
劉嘉修醫院	高雄岡山區岡山路428號	22.7957357	120.2957629	07-6221231
岡山家福耳鼻喉科診所	高雄岡山區岡山路312之1號1樓	22.7936797	120.2959576	07-6219595
翁仁茂診所	高雄岡山區公園西路三段123號	22.7931446	120.2853202	07-6260039
吳中仁診所	高雄岡山區大德三路63號1樓	22.789055	120.2979162	07-6231223
振華診所	高雄岡山區公園西路二段111號	22.7975286	120.2869002	07-6268916
楊禮瑜診所	高雄岡山區柳橋東路30號	22.7910534	120.2944283	07-6233598
岡山區衛生所	高雄岡山區公園路50號	22.7961195	120.2910096	07-6212015
大承耳鼻喉科診所	高雄大寮區鳳屏一路464號1樓	22.6381474	120.3959797	07-7013668
瑞生醫院	高雄大寮區鳳林四路192號	22.6176625	120.38475	07-7835175
詠新耳鼻喉科診所	高雄大寮區鳳屏一路690號1樓	22.6393358	120.400773	07-7032000
洪耳鼻喉科診所	高雄大寮區鳳林四路156號	22.6223426	120.377918	07-7861305
郭其靈診所	高雄大寮區鳳林三路541號	22.6076479	120.3953106	07-7823335
圓明診所	高雄大寮區鳳林一路147號	22.5417321	120.4043185	07-6433298
奈良診所	高雄大寮區鳳林四路228號	22.6182517	120.3841764	07-7860628
張桐榮診所	高雄大寮區鳳林三路573號	22.6083784	120.3948844	07-7825382
大鋐診所	高雄大寮區鳳屏一路472號1樓	22.6382797	120.3963785	07-7038188
嘉德耳鼻喉科診所	高雄大寮區鳳屏一路443號	22.6380197	120.3955933	07-7022626
大統內兒科診所	高雄大寮區鳳林四路56號	22.6150029	120.3876751	07-7836127
杏安診所	高雄大寮區林厝路53號1樓	22.6146677	120.4079829	07-7810565
太樹診所	高雄大寮區九和路9號	22.6426381	120.4187942	07-6518042
大順診所	高雄大寮區鳳屏一路562號	22.6371727	120.3944366	07-7038417
大寮區衛生所	高雄大寮區進學路129巷2號之1	22.6043689	120.3940415	07-7811965
陳性良診所	高雄橋頭區隆豐路220號	22.753847	120.3072305	07-6127655
廖俊安診所	高雄橋頭區樹德路63號1樓	22.7594003	120.3048408	07-6115040
正心診所	高雄橋頭區隆豐路170號1樓	22.7546644	120.3065616	07-6128080
泰和醫院	高雄橋頭區橋頭里成功路101號	22.7588746	120.309812	07-6111128
張民傑診所	高雄橋頭區橋頭里新興路95號	22.7592954	120.3083698	07-6118991
橋頭區衛生所	高雄橋頭區隆豐路5號	22.757178	120.3052539	07-6113516
微恩診所	高雄大社區中山路195號	22.7319887	120.3471083	07-3530781
洪朝華內科診所	高雄大社區中山路2-6號	22.7323435	120.3430019	07-3515340
陳文泙診所	高雄大社區三民路247號	22.7260718	120.3485539	07-3538678
佳愛診所	高雄大社區大社里自強街26-3號	22.7308728	120.3470365	07-3542888
家祥診所	高雄大社區大社里19鄰中山路252號	22.7375446	120.368051	07-3557711
富安診所	高雄大社區金龍路138號	22.7270739	120.3538787	07-3528996
高新醫院	高雄路竹區中山路627號	22.8640478	120.2573897	07-6975903
溫有諒醫院	高雄路竹區延平路57號	22.8581023	120.2585023	07-6965136
長星診所	高雄路竹區大社路68號	22.8630651	120.2620858	07-6973411
蘇進添小兒科診所	高雄路竹區中興路236號	22.8572114	120.2628128	07-6971769
祐民診所	高雄路竹區中和街180號	22.8588457	120.2575114	07-6072211
馨美診所	高雄路竹區大社路157號	22.8648668	120.2635688	07-6074999
新園診所	高雄路竹區下坑里太平路244號	22.8672503	120.2879037	07-6951718
尚愛診所	高雄路竹區大社路221號	22.8659431	120.264631	07-6977353
仁澤診所	高雄路竹區國昌路331號	22.8616853	120.2557229	07-6076000
蘇玉良診所	高雄路竹區大同路326號	22.8584218	120.2666954	07-6968248
路竹區衛生所	高雄路竹區國昌路86巷22號	22.8552677	120.2585007	07-6962449
長佑醫院	高雄阿蓮區中山路150號	22.8763893	120.3274224	07-6311267
阿蓮康健診所	高雄阿蓮區中正路383號	22.8806888	120.3329481	07-6317288
陳振雄診所	高雄阿蓮區忠孝路300巷15號	22.8791684	120.33381	07-6313016
阿蓮區衛生所	高雄阿蓮區民生路94-1號	22.8826298	120.3274861	07-6317141
黃百祿診所	高雄大樹區中興東路46號	22.6272784	120.3014353	07-6522708
學城診所	高雄大樹區學城路一段39號	22.6272784	120.3014353	07-6577033
佛光聯合診所	高雄大樹區興田里興田路154號	22.7502424	120.4486082	07-6562605
立安診所	高雄大樹區水寮里中山路197號	22.6675135	120.4090524	07-6525768
丰聯診所	高雄大樹區建村街74號	22.6272784	120.3014353	07-6519312
大樹區衛生所	高雄大樹區中興北路120號	22.708371	120.4242401	07-6512935
義大癌治療醫院	高雄燕巢區義大路21號	22.7641376	120.3616978	07-6150022
吳宏彰診所	高雄燕巢區中民路861號1樓	22.7928637	120.3570615	07-6163160
燕巢區衛生所	高雄燕巢區南燕里中興路2號	22.7929348	120.3617996	07-6161148
廣聖醫療社團法人廣聖醫院	高雄旗山區中華路618號1至6樓	22.8849805	120.4854746	07-6622391
衛生福利部旗山醫院	高雄旗山區中學路60號	22.8807955	120.483264	07-6613811
博愛醫院	高雄旗山區延平一路689號	22.8836757	120.4832339	07-6617602
溪州醫院	高雄旗山區延平一路412號	22.8927416	120.4832289	07-6621985
重安醫院	高雄旗山區大德里大仁街18號	22.8830257	120.484802	07-6618471
民愛診所	高雄旗山區復新街15號	22.8848625	120.4825944	07-6617221
林博仁診所	高雄旗山區延平一路229號	22.8948985	120.4837006	07-6621000
鄭耳鼻喉科診所	高雄旗山區延平二路43號1樓	22.8820549	120.4934726	07-6627165
王致瑋小兒科診所	高雄旗山區延平一路485號1樓及485-1號1樓	22.8893765	120.4834212	07-6629922
大政診所	高雄旗山區延平一路337號	22.892274	120.4835021	07-6622588
大元診所	高雄旗山區大同街13之1號	22.8834407	120.4841721	07-6612100
旗山區衛生所	高雄旗山區中正路197號	22.890057	120.479968	07-6612054
三聖醫院	高雄美濃區合和路56號	22.8940591	120.548117	07-6818495
李樹榮診所	高雄美濃區中正路一段17號	22.901758	120.541391	07-6812189
小太陽診所	高雄美濃區成功路129號	22.8941318	120.5467801	07-6812332
美濃區衛生所	高雄美濃區合和里美中路246號	22.8949421	120.541471	07-6812064
觀亭診所	高雄內門區中正路168號	22.9180679	120.4546747	07-6674882
內門區衛生所	高雄內門區觀亭里中埔頭20號	22.9130572	120.4516055	07-6671088
大嘉診所	高雄六龜區太平路114號	22.9953625	120.6376496	07-6895789
六龜區衛生所	高雄六龜區六龜里民治路16號	22.9984979	120.6334035	07-6891244
田寮區衛生所	高雄田寮區南安里崗北路32號	22.8730138	120.3601402	07-6361504
黃重器診所	高雄梓官區大舍南路30號	22.7465565	120.2617499	07-6105664
梓官區衛生所	高雄梓官區梓信里公館路45號	22.764209	120.2675942	07-6177331
蔡坤男診所	高雄彌陀區中正路77號	22.7808386	120.24924	07-6106017
彌陀區衛生所	高雄彌陀區中華路1巷5弄1號	22.7907645	120.2883812	07-6175307
永安區衛生所	高雄永安區永安路26號	22.8187696	120.2260221	07-6912015
湖內區衛生所	高雄湖內區湖中路203號	22.9053108	120.2224189	07-6993009
杉林區衛生所	高雄杉林區上平里山仙路93巷2號	22.9749717	120.5414582	07-6771319
甲仙區衛生所	高雄甲仙區中山路52號	23.0837903	120.587535	07-6751029
桃源區衛生所	高雄桃源區桃源里南進巷188-1號	23.1583565	120.7641957	07-6861126
那瑪夏區衛生所	高雄那瑪夏區瑪雅里平和巷252號	23.2381452	120.6964413	07-6701142
茂林區衛生所	高雄茂林區茂林里8-4號	22.8865459	120.671755	07-6801046
茄萣區衛生所	高雄茄萣區濱海路二段1號	22.8911103	120.1833636	07-6988850
屏基醫療財團法人屏東基督教醫院	屏東市大連路60號	22.682129	120.502622	08-7363026
衛生福利部屏東醫院	屏東自由路270號	22.6733243	120.4955525	08-7363011
寶建醫療社團法人寶建醫院	屏東中山路123號	22.5519759	120.5487597	08-7665995
國仁醫院	屏東民生東路12-2號	22.6583156	120.5145497	08-7223000
民眾醫院	屏東忠孝路120-1號	22.6764505	120.4876058	08-7325455
國軍高雄總醫院附設屏東民眾診療服務處	屏東大湖路58巷22號	22.5519759	120.5487597	08-7560756
小太陽兒科聯合診所	屏東建豐路169號	22.6758507	120.5053204	08-7379591
梁宏志診所	屏東自由路379-4號	22.6805639	120.4953652	08-7364494
林俊傑診所	屏東廣東路1-7號	22.669864	120.498722	08-7211060
華正診所	屏東華正路6號	22.687153	120.503746	08-7378806
蔡長禧診所	屏東民生路178-1號	22.6694417	120.4943371	08-7669868
海豐診所	屏東海豐街36-5號	22.701558	120.506357	08-7387135
健丞診所	屏東華盛街1-30號	22.5519759	120.5487597	08-7530011
林長興診所	屏東廣東路72號	22.6714387	120.4992385	08-7236266
振成診所	屏東林森路60號	22.5519759	120.5487597	08-7322660
博勝診所	屏東博愛路263-12號	22.6798599	120.4808301	08-7326373
李博浩診所	屏東濟南街5-4號	22.6771333	120.489981	08-7335616
宋的祥診所	屏東公裕街158號	22.6888454	120.4910375	08-7651318
屏和診所	屏東棒球路248號	22.6559994	120.4809825	08-7552831
哲明診所	屏東林森路100號	22.5519759	120.5487597	08-7329410
元和馨診所	屏東林森路40-9號	22.5519759	120.5487597	08-7220553
林志忠診所	屏東市華正路265號	22.6844517	120.4980899	08-7364741
屏東縣屏東市衛生所	屏東建國路92號	22.665133	120.482462	08-7538701
安泰醫療社團法人潮州安泰醫院	屏東潮州鎮四維路162號	22.5540367	120.5469551	08-7800888
大華診所	屏東興隆路108號	22.5425031	120.5406491	08-7801002
張記懷小兒科診所	屏東朝昇路304號	22.556305	120.540186	08-7894225
賴信宏耳鼻喉科診所	屏東公園路42、46、48號	22.6739275	120.4918103	08-7886201
蔡耳鼻喉科診所	屏東中山路141號	22.5519759	120.5487597	08-7896171
欣安禾婦兒科診所	屏東三星路198號	22.5441592	120.551938	08-7801155
屏東縣潮州鎮衛生所	屏東永坤路107號	22.553307	120.542382	08-7882131
輔英科技大學附設醫院	屏東東港鎮中山路5號	22.465312	120.453052	08-8323146
安泰醫療社團法人安泰醫院	屏東中正路一段210號	22.4740818	120.4592153	08-8329966
屏東縣東港鎮衛生所	屏東新生三路23號	22.467107	120.446191	08-8325310
衛生福利部恆春旅遊醫院	屏東恆春鎮恆南路188號	21.9992018	120.7448456	08-8892705
南門醫療社團法人南門醫院	屏東南門路10號	22.0015809	120.7452259	08-8894568
屏東縣恆春鎮衛生所	屏東文化路78號	22.6088105	120.5742383	08-8892140
禾興診所	屏東萬丹鄉丹榮路631號	22.5891269	120.4921556	08-7772313
陳宗仁診所	屏東萬丹路一段440號	22.5908582	120.4890684	08-7770066
張家瑜診所	屏東社皮路三段228號	22.6183863	120.470543	08-7070342
宏祥診所	屏東中興路二段370號	22.5793223	120.4849952	08-7770558
屏東縣萬丹鄉衛生所	屏東萬丹路一段501號	22.5949803	120.4886128	08-7772049
屏東縣大新醫院	屏東高樹鄉興中路208號	22.8250532	120.60021	08-7962033
屏東縣嘉誠診所	屏東高樹鄉南興路118-1號	22.8241738	120.6013865	08-7962772
屏東縣高樹鄉衛生所	屏東南昌路12-2號	22.8169217	120.5941953	08-7962026
高雄榮民總醫院屏東分院	屏東內埔鄉昭勝路安平一巷一號	22.676287	120.6009821	08-7702212
屏東榮譽國民之家附設醫務室	屏東建興路100號	22.6550779	120.575398	08-7700190
屏東縣內埔鄉衛生所	屏東中興路191號	22.6126498	120.5691767	08-7792414
枋寮醫療社團法人枋寮醫院	屏東枋寮鄉中山路139號	22.3633679	120.5979529	08-8789991
屏東縣枋寮鄉衛生所	屏東德興路77號	22.3656905	120.5930069	08-8782940
劉俊禎診所	屏東麟洛鄉中山路256-2號	22.6859339	120.4845019	08-7213709
屏東縣麟洛鄉衛生所	屏東中山路150號	22.653416	120.525143	08-7221152
文章診所	屏東里港鄉里港路87號	22.777343	120.4967849	08-7757077
屏東縣里港鄉衛生所	屏東中山路103-1號	22.7746239	120.494064	08-7751711
屏東縣長治鄉衛生所	屏東長治鄉潭頭路3號	22.6766313	120.5265876	08-7368734
屏東縣九如鄉衛生所	屏東九如鄉九如路二段247號	22.736059	120.4891773	08-7392006
屏東縣鹽埔鄉衛生所	屏東鹽埔鄉中山路92號	22.758575	120.57635	08-7932474
屏東縣竹田鄉衛生所	屏東竹田鄉中山路25號	22.5864497	120.5423728	08-7712434
屏東縣萬巒鄉衛生所	屏東萬巒鄉褒忠路14-2號	22.571805	120.574483	08-7811794
屏東縣新埤鄉衛生所	屏東新埤鄉中正路38號	22.4702257	120.5500341	08-7971090
屏東縣新園鄉衛生所	屏東新園鄉仙吉路89-2號	22.543585	120.460845	08-8681293
屏東縣崁頂鄉衛生所	屏東崁頂鄉興農路29-9號	22.514358	120.508076	08-8633217
屏東縣林邊鄉衛生所	屏東林邊鄉和平路45號	22.4339692	120.518249	08-8752076
屏東縣南州鄉衛生所	屏東南州鄉人和路239號	22.4908281	120.5298566	08-8642224
屏東縣佳冬鄉衛生所	屏東佳冬鄉佳和路87-1號	22.414603	120.549859	08-8662018
屏東縣琉球鄉衛生所	屏東琉球鄉中山路51號	22.3483876	120.378355	08-8612513
屏東縣滿州鄉衛生所	屏東滿州鄉中山路31號	22.018626	120.838033	08-8801279
屏東縣車城鄉衛生所	屏東車城鄉福安路2-30號	22.0699898	120.7124584	08-8821300
屏東縣枋山鄉衛生所	屏東枋山鄉枋山路98號	22.2647981	120.6527144	08-8761150
屏東縣三地門鄉衛生所	屏東三地門鄉行政街4號	22.7146128	120.6533956	08-7991284
屏東縣瑪家鄉衛生所	屏東瑪家鄉風景巷86號	22.6765932	120.6775054	08-7993210
屏東縣霧台鄉衛生所	屏東霧台鄉神山巷68號	22.7510734	120.7277689	08-7902480
屏東縣泰武鄉衛生所	屏東泰武鄉佳平巷179號	22.592124	120.632708	08-7832059
屏東縣來義鄉衛生所	屏東來義鄉中正路90號	22.525717	120.6318585	08-7850103
屏東縣春日鄉衛生所	屏東春日鄉春日路176號	22.6747543	120.4918824	08-8782297
屏東縣獅子鄉衛生所	屏東獅子鄉２巷３１號	22.2488438	120.6595097	08-8771324
屏東縣牡丹鄉衛生所	屏東牡丹鄉石門路19號	22.1254161	120.774176	08-8831013
